APPLICATION_NUMBER,APPLICATION_DATE,CUSTOMER_TYPE,CALCULATION_TYPE,CUSTOMER_DOB,CUSTOMER_AGE,CO_APPLICANT_DOB,CO_APPLICANT_AGE,FINANCE_AMOUNT,TENURE_IN_MONTH,TENURE_IN_YEAR,PARTIAL_FINANCE_AMOUNT,PARTIAL_TENURE,PREMIUM,CREATED_ON
25157312068,2025-06-04,CUSTOMER,FULL,1990-06-10,34,NULL,-1,770000,48,4,0,0,10250,"2025-06-05 11:12:32"
25157295965,2025-06-04,CUSTOMER,FULL,1986-04-22,39,1988-01-01,37,800000,60,5,0,0,15520,"2025-06-05 11:12:21"
25157315740,2025-06-05,CUSTOMER,FULL,1991-01-01,34,NULL,0,400000,36,3,0,0,4329,"2025-06-05 11:12:21"
7809052102,2025-06-03,CUSTOMER,FULL,1988-11-15,36,NULL,-1,1158000,84,7,0,0,27903,"2025-06-05 11:12:01"
7808683050,2025-05-31,CUSTOMER,FULL,1984-05-09,41,NULL,-1,1250000,48,4,0,0,25459,"2025-06-05 11:11:44"
7809046527,2025-05-29,CUSTOMER,FULL,1980-03-20,45,NULL,-1,222487,36,3,0,0,5272,"2025-06-05 11:11:38"
25156766577,2025-06-02,CUSTOMER,FULL,1987-02-27,38,1989-01-01,36,250000,24,2,0,0,2638,"2025-06-05 11:11:34"
7808892391,2025-06-01,CUSTOMER,FULL,1986-01-01,39,NULL,-1,400000,36,3,0,0,5532,"2025-06-05 11:11:19"
25156035260,2025-05-07,CUSTOMER,FULL,2002-11-20,22,1995-05-15,29,125000,24,2,0,0,754,"2025-06-05 11:11:08"
25157295359,2025-06-04,CUSTOMER,FULL,1979-01-01,46,NULL,-1,595000,60,5,0,0,23465,"2025-06-05 11:11:02"
25156739599,2025-05-30,CUSTOMER,FULL,1975-01-01,50,1978-08-12,46,630000,31,3,0,0,25016,"2025-06-05 11:10:52"
25156396317,2025-05-22,CUSTOMER,FULL,1999-02-03,26,1997-05-04,28,1046000,71,6,0,0,14985,"2025-06-05 11:10:48"
25156759264,2025-06-02,CUSTOMER,FULL,1980-01-01,45,1980-01-01,45,460000,55,5,0,0,16550,"2025-06-05 11:10:34"
25156671270,2025-05-29,CUSTOMER,FULL,1997-11-14,27,NULL,-1,966000,60,5,0,0,11080,"2025-06-05 11:10:18"
25156767698,2025-06-02,CUSTOMER,FULL,1991-12-22,33,NULL,-1,450000,36,3,0,0,4652,"2025-06-05 11:10:00"
8800199476,2025-06-05,CUSTOMER,FULL,1994-07-13,30,1975-04-05,50,600000,60,5,0,0,7866,"2025-06-05 11:09:46"
25157121006,2025-06-03,CUSTOMER,FULL,1986-02-10,39,1960-09-06,64,477000,60,5,0,0,10340,"2025-06-05 11:09:33"
7808943538,2025-05-31,CUSTOMER,FULL,2003-01-04,22,NULL,-1,180000,24,2,0,0,1086,"2025-06-05 11:09:12"
25157311239,2025-06-04,CUSTOMER,FULL,2000-06-19,24,1977-01-01,48,380000,47,4,0,0,4045,"2025-06-05 11:07:42"
25157317479,2025-06-05,CUSTOMER,FULL,1976-10-01,48,NULL,0,350000,48,4,0,0,13861,"2025-06-05 11:07:33"
7808902016,2025-06-05,CUSTOMER,FULL,1985-01-01,40,NULL,0,500000,60,5,0,0,11665,"2025-06-05 11:06:31"
8800015458,2025-06-04,CUSTOMER,FULL,1992-01-01,33,NULL,-1,845000,60,5,0,0,11008,"2025-06-05 11:06:02"
25157314687,2025-06-05,CUSTOMER,FULL,1992-10-12,32,2001-04-17,24,520000,48,4,0,0,6327,"2025-06-05 11:05:57"
25156810858,2025-06-03,CUSTOMER,FULL,1979-03-11,46,1985-07-06,39,410000,60,5,0,0,16169,"2025-06-05 11:05:17"
25157313830,2025-06-04,CUSTOMER,FULL,2006-01-01,19,NULL,-1,700000,60,5,0,0,7063,"2025-06-05 11:04:42"
25156984681,2025-06-03,CUSTOMER,FULL,1996-01-01,29,1968-01-01,57,905000,60,5,0,0,10669,"2025-06-05 11:04:39"
7809055054,2025-06-03,CUSTOMER,FULL,1981-01-01,44,NULL,-1,140000,24,2,0,0,2282,"2025-06-05 11:03:34"
25156844619,2025-06-03,CUSTOMER,"PARTIAL FINANCE AMOUNT",1978-06-02,47,NULL,-1,200000,36,3,150000,0,4351,"2025-06-05 11:03:27"
25157294212,2025-06-04,CUSTOMER,FULL,1997-06-21,27,1998-04-04,27,400000,35,3,0,0,3536,"2025-06-05 11:03:12"
8800013157,2025-06-05,CUSTOMER,FULL,1986-10-05,38,NULL,0,200000,24,2,0,0,2110,"2025-06-05 11:03:09"
25156394358,2025-05-22,CO-APPLICANT,FULL,1968-01-01,57,2005-01-01,20,670000,61,6,0,0,9575,"2025-06-05 11:03:02"
7808949226,2025-06-03,CUSTOMER,FULL,1981-05-31,44,NULL,-1,720000,72,6,0,0,27774,"2025-06-05 11:02:58"
7808955731,2025-05-21,CUSTOMER,FULL,1991-11-24,33,1978-04-18,47,160000,36,3,0,0,1664,"2025-06-05 11:02:55"
25157307222,2025-06-04,CUSTOMER,FULL,1988-03-21,37,NULL,-1,750000,60,5,0,0,13550,"2025-06-05 11:02:45"
7809021531,2025-05-26,CUSTOMER,FULL,1983-01-01,42,NULL,-1,370000,48,4,0,0,8204,"2025-06-05 11:02:42"
25157310579,2025-06-04,CUSTOMER,FULL,1996-05-08,29,1962-02-03,63,592000,59,5,0,0,7768,"2025-06-05 11:01:38"
25156671440,2025-05-29,CUSTOMER,FULL,1998-01-01,27,NULL,-1,280400,36,3,0,0,2479,"2025-06-05 11:01:37"
25156901388,2025-06-03,CUSTOMER,FULL,1984-08-10,40,NULL,-1,200000,23,2,0,0,2254,"2025-06-05 11:01:32"
8800099922,2025-05-31,CUSTOMER,FULL,2003-05-01,22,NULL,-1,270000,48,4,0,0,2737,"2025-06-05 11:01:28"
7808387871,2025-06-03,CUSTOMER,FULL,1988-01-01,37,NULL,-1,650000,36,3,0,0,8223,"2025-06-05 11:01:26"
25157317355,2025-06-05,CUSTOMER,FULL,2001-01-01,24,1982-01-01,43,710000,60,5,0,0,8864,"2025-06-05 11:01:14"
25157300564,2025-06-04,CUSTOMER,FULL,1988-07-12,36,NULL,-1,300000,24,2,0,0,2689,"2025-06-05 11:01:03"
7809017362,2025-06-05,CUSTOMER,FULL,1981-04-09,44,NULL,0,400000,36,3,0,0,8709,"2025-06-05 11:00:26"
25157309777,2025-06-04,CUSTOMER,FULL,1983-07-10,41,NULL,-1,420000,48,4,0,0,8555,"2025-06-05 11:00:10"
7808973080,2025-06-05,CUSTOMER,FULL,1993-01-01,32,1989-07-01,35,760000,60,5,0,0,10637,"2025-06-05 10:59:52"
7806371963,2025-06-05,CUSTOMER,FULL,1994-01-07,31,NULL,0,405000,60,5,0,0,5644,"2025-06-05 10:59:51"
25157310820,2025-06-04,CUSTOMER,FULL,1991-04-27,34,1966-04-15,59,382000,48,4,0,0,5085,"2025-06-05 10:59:49"
25157311995,2025-06-04,CUSTOMER,FULL,1995-12-10,29,NULL,-1,620000,24,2,0,0,4536,"2025-06-05 10:59:28"
25157112013,2025-06-03,CUSTOMER,FULL,1994-01-01,31,NULL,-1,306000,24,2,0,0,2311,"2025-06-05 10:59:24"
25157315066,2025-06-05,CO-APPLICANT,FULL,1970-05-25,55,2000-09-09,24,700000,60,5,0,0,8740,"2025-06-05 10:59:24"
25156450286,2025-05-27,CUSTOMER,FULL,1985-05-08,40,NULL,-1,699000,49,5,0,0,16307,"2025-06-05 10:59:21"
25156744541,2025-05-30,CUSTOMER,FULL,1978-05-01,47,1980-04-14,45,820000,60,5,0,0,35424,"2025-06-05 10:59:10"
25156782797,2025-06-03,CUSTOMER,FULL,1986-10-10,38,NULL,-1,1199900,84,7,0,0,31532,"2025-06-05 10:58:58"
7809047203,2025-06-05,CUSTOMER,FULL,1986-08-15,38,NULL,0,500000,59,5,0,0,9653,"2025-06-05 10:58:55"
25157317196,2025-06-05,CUSTOMER,FULL,1990-07-21,34,NULL,0,899000,60,5,0,0,12136,"2025-06-05 10:58:49"
7808791391,2025-04-25,CUSTOMER,FULL,1973-05-28,51,1969-12-16,55,693000,61,6,0,0,51183,"2025-06-05 10:58:38"
25156760028,2025-05-31,CUSTOMER,FULL,1999-08-14,25,NULL,-1,635000,59,5,0,0,7928,"2025-06-05 10:58:31"
25157015041,2025-06-03,CUSTOMER,FULL,1990-07-29,34,1975-01-01,50,767300,48,4,0,0,8928,"2025-06-05 10:58:00"
7808986905,2025-05-29,CUSTOMER,FULL,1996-01-01,29,2002-01-01,23,590000,60,5,0,0,7742,"2025-06-05 10:57:35"
25156774936,2025-06-02,CUSTOMER,FULL,1975-01-01,50,NULL,-1,330000,42,4,0,0,15281,"2025-06-05 10:56:54"
7808908237,2025-05-19,CUSTOMER,FULL,2001-07-09,23,NULL,-1,620000,57,5,0,0,7741,"2025-06-05 10:56:53"
7808983200,2025-05-31,CUSTOMER,FULL,1982-03-09,43,NULL,-1,293000,84,7,0,0,11922,"2025-06-05 10:56:45"
25156412332,2025-05-23,CUSTOMER,FULL,1989-06-28,35,NULL,-1,600000,72,6,0,0,11796,"2025-06-05 10:56:44"
7808594265,2025-05-24,CO-APPLICANT,FULL,2000-01-01,25,1987-12-22,37,2170000,48,4,0,0,33109,"2025-06-05 10:56:41"
8800157002,2025-06-05,CUSTOMER,FULL,1998-03-15,27,1963-01-01,62,1000000,60,5,0,0,12662,"2025-06-05 10:56:31"
8800105331,2025-05-27,CUSTOMER,FULL,1996-08-20,28,1960-01-01,65,550000,60,5,0,0,7068,"2025-06-05 10:55:57"
25157314726,2025-06-05,CUSTOMER,FULL,1996-01-01,29,NULL,0,400000,47,4,0,0,4433,"2025-06-05 10:55:57"
25157293014,2025-06-04,CUSTOMER,FULL,2004-01-01,21,1970-01-01,55,400000,24,2,0,0,2373,"2025-06-05 10:55:46"
25157013771,2025-06-03,CUSTOMER,FULL,1995-08-02,29,NULL,-1,423000,60,5,0,0,5551,"2025-06-05 10:55:32"
8800120801,2025-06-05,CUSTOMER,FULL,1988-03-12,37,NULL,0,686000,72,6,0,0,15259,"2025-06-05 10:55:24"
25156784365,2025-06-03,CUSTOMER,FULL,1996-01-01,29,NULL,-1,973000,60,5,0,0,11470,"2025-06-05 10:55:08"
25156431984,2025-05-25,CUSTOMER,FULL,1983-01-14,42,NULL,-1,787000,60,5,0,0,21518,"2025-06-05 10:54:20"
25157310342,2025-06-04,CUSTOMER,FULL,1982-06-25,42,1990-03-09,35,443000,60,5,0,0,12112,"2025-06-05 10:54:16"
7809026254,2025-05-28,CUSTOMER,FULL,1992-01-01,33,1968-01-01,57,420000,48,4,0,0,5224,"2025-06-05 10:54:10"
7808972261,2025-05-30,CUSTOMER,FULL,1995-01-01,30,NULL,-1,160000,24,2,0,0,1190,"2025-06-05 10:54:06"
25157316578,2025-06-05,CUSTOMER,FULL,1994-01-01,31,NULL,0,300000,36,3,0,0,2875,"2025-06-05 10:53:46"
25157316659,2025-06-05,CUSTOMER,FULL,1987-04-06,38,NULL,0,880000,60,5,0,0,16065,"2025-06-05 10:53:39"
7808909871,2025-06-03,CUSTOMER,FULL,1967-07-27,57,2002-06-15,22,280000,36,3,0,0,19177,"2025-06-05 10:53:36"
25157317121,2025-06-05,CUSTOMER,FULL,1986-01-01,39,1961-01-01,64,360100,36,3,0,0,5244,"2025-06-05 10:53:35"
25156402990,2025-05-22,CUSTOMER,FULL,1997-01-01,28,1971-07-01,53,530000,47,4,0,0,5767,"2025-06-05 10:53:28"
25156773447,2025-06-02,CUSTOMER,FULL,1990-06-15,34,NULL,-1,400000,20,2,0,0,3371,"2025-06-05 10:53:28"
25156764495,2025-06-02,CUSTOMER,FULL,1996-02-18,29,NULL,-1,622000,60,5,0,0,8162,"2025-06-05 10:53:21"
25157314438,2025-06-05,CUSTOMER,FULL,1991-08-04,33,NULL,0,250000,24,2,0,0,2015,"2025-06-05 10:53:17"
25156410223,2025-05-23,CUSTOMER,FULL,1980-02-10,45,1984-01-01,41,300000,24,2,0,0,5456,"2025-06-05 10:53:08"
25157295812,2025-06-04,CUSTOMER,FULL,2001-10-03,23,NULL,-1,368000,42,4,0,0,3444,"2025-06-05 10:52:58"
25157018812,2025-06-03,CUSTOMER,FULL,1981-05-11,44,1987-07-07,37,565000,60,5,0,0,18455,"2025-06-05 10:52:46"
7808954683,2025-05-31,CUSTOMER,FULL,1983-08-18,41,NULL,-1,700000,60,5,0,0,17636,"2025-06-05 10:52:46"
25156974348,2025-06-03,CUSTOMER,FULL,1977-01-01,48,NULL,-1,520000,60,5,0,0,23955,"2025-06-05 10:52:40"
7808906176,2025-06-04,CUSTOMER,FULL,1984-12-24,40,NULL,-1,250000,36,3,0,0,3877,"2025-06-05 10:52:20"
25157145030,2025-06-03,CUSTOMER,FULL,1972-03-30,53,1977-01-01,48,167000,24,2,0,0,6706,"2025-06-05 10:52:08"
25156452277,2025-05-27,CUSTOMER,FULL,2000-01-01,25,NULL,-1,313000,47,4,0,0,2974,"2025-06-05 10:51:48"
25157291870,2025-06-03,CUSTOMER,FULL,2000-04-04,25,1975-12-31,49,1500000,60,5,0,0,16249,"2025-06-05 10:51:47"
25157298548,2025-06-04,CUSTOMER,FULL,1997-01-01,28,1998-12-20,26,1130000,84,7,0,0,18468,"2025-06-05 10:51:46"
7809038258,2025-06-04,CUSTOMER,FULL,1994-04-15,31,1986-08-06,38,400000,36,3,0,0,3890,"2025-06-05 10:51:30"
25157308178,2025-06-04,CUSTOMER,FULL,1999-07-11,25,1974-10-15,50,750000,48,4,0,0,7983,"2025-06-05 10:51:29"
7808859495,2025-05-26,CUSTOMER,FULL,1984-12-25,40,1980-03-05,45,150000,21,2,0,0,1691,"2025-06-05 10:51:17"
7809017818,2025-05-28,CUSTOMER,FULL,1988-02-27,37,1983-01-01,42,595000,60,5,0,0,11269,"2025-06-05 10:50:50"
7808268333,2025-06-04,CUSTOMER,FULL,1985-01-01,40,NULL,-1,1100000,60,5,0,0,22728,"2025-06-05 10:50:46"
25157317306,2025-06-05,CUSTOMER,FULL,1982-06-18,42,NULL,0,1070000,60,5,0,0,29255,"2025-06-05 10:50:25"
7808743821,2025-06-02,CUSTOMER,FULL,1980-06-08,44,NULL,-1,150000,36,3,0,0,3266,"2025-06-05 10:49:55"
25157317356,2025-06-05,CUSTOMER,FULL,1989-12-20,35,1990-05-11,35,600000,48,4,0,0,8419,"2025-06-05 10:49:26"
25155243029,2025-04-04,CUSTOMER,FULL,1999-01-01,26,1988-01-01,37,720000,59,5,0,0,9032,"2025-06-05 10:48:58"
7808865038,2025-05-14,CUSTOMER,FULL,1990-03-22,35,1959-11-15,65,500000,60,5,0,0,8019,"2025-06-05 10:48:57"
25156765513,2025-06-02,CUSTOMER,FULL,2001-07-05,23,NULL,-1,80000,24,2,0,0,557,"2025-06-05 10:48:42"
7808730796,2025-06-05,CUSTOMER,FULL,1996-09-01,28,1972-07-15,52,510000,49,5,0,0,6554,"2025-06-05 10:48:42"
25156135293,2025-05-15,CUSTOMER,FULL,2004-07-23,20,1987-04-22,38,512000,36,3,0,0,4483,"2025-06-05 10:48:39"
7807922761,2025-06-05,CUSTOMER,FULL,1996-06-18,28,NULL,0,700000,60,5,0,0,8996,"2025-06-05 10:47:48"
8800047930,2025-06-02,CUSTOMER,FULL,1988-07-10,36,1957-01-01,68,350000,36,3,0,0,4213,"2025-06-05 10:47:22"
7808884151,2025-06-04,CUSTOMER,FULL,1973-10-23,51,NULL,-1,272500,48,4,0,0,14467,"2025-06-05 10:47:11"
7809032591,2025-06-04,CUSTOMER,FULL,1993-04-01,32,1964-01-01,61,350000,36,3,0,0,3511,"2025-06-05 10:47:02"
25157313067,2025-06-04,CUSTOMER,FULL,1997-12-18,27,NULL,-1,300000,48,4,0,0,3197,"2025-06-05 10:46:37"
25156844684,2025-06-03,CUSTOMER,FULL,1975-05-03,50,1999-02-22,26,525000,48,4,0,0,25369,"2025-06-05 10:46:27"
25156152816,2025-05-14,CUSTOMER,FULL,1996-02-24,29,1965-08-16,59,390000,36,3,0,0,3618,"2025-06-05 10:46:22"
25157313154,2025-06-04,CUSTOMER,FULL,1995-12-14,29,1990-03-03,35,315000,30,3,0,0,2866,"2025-06-05 10:46:01"
25157317071,2025-06-05,CUSTOMER,FULL,2002-08-10,22,1978-11-11,46,850000,48,4,0,0,9048,"2025-06-05 10:45:43"
25156670008,2025-05-29,CUSTOMER,FULL,2001-03-08,24,1975-06-10,49,300000,24,2,0,0,2087,"2025-06-05 10:45:42"
25157058832,2025-06-03,CUSTOMER,FULL,1989-04-10,36,NULL,-1,1000000,48,4,0,0,14078,"2025-06-05 10:45:14"
25157294179,2025-06-04,CUSTOMER,FULL,2002-11-03,22,2000-11-05,24,450000,48,4,0,0,4790,"2025-06-05 10:45:13"
25157302728,2025-06-04,CUSTOMER,FULL,2004-01-01,21,NULL,-1,285000,31,3,0,0,2509,"2025-06-05 10:44:54"
25156752968,2025-05-31,CUSTOMER,FULL,1988-01-01,37,NULL,-1,211000,24,2,0,0,2092,"2025-06-05 10:44:06"
25156408276,2025-05-23,CUSTOMER,FULL,1999-01-01,26,2000-10-26,24,762415,60,5,0,0,9294,"2025-06-05 10:43:05"
25157316117,2025-06-05,CUSTOMER,FULL,1994-08-10,30,NULL,0,1600000,36,3,0,0,14349,"2025-06-05 10:42:22"
7808971544,2025-05-29,CUSTOMER,FULL,1985-02-14,40,NULL,-1,300000,60,5,0,0,6712,"2025-06-05 10:42:17"
25156776994,2025-06-02,CUSTOMER,FULL,1992-02-05,33,NULL,-1,990000,60,5,0,0,12897,"2025-06-05 10:42:12"
25157312306,2025-06-04,CUSTOMER,FULL,1979-01-26,46,NULL,-1,700000,23,2,0,0,11606,"2025-06-05 10:41:24"
7808852542,2025-06-04,CUSTOMER,FULL,1997-05-21,28,1962-01-01,63,350000,36,3,0,0,3181,"2025-06-05 10:41:08"
25157316992,2025-06-05,CUSTOMER,FULL,1997-03-01,28,1997-06-01,28,250000,36,3,0,0,2272,"2025-06-05 10:40:44"
7808961371,2025-06-03,CUSTOMER,FULL,1998-04-16,27,1968-01-01,57,900000,84,7,0,0,14943,"2025-06-05 10:39:49"
25156755223,2025-05-31,CUSTOMER,FULL,2000-01-01,25,1979-01-01,46,634000,48,4,0,0,6749,"2025-06-05 10:39:36"
25156385200,2025-05-21,CUSTOMER,FULL,1985-05-06,40,NULL,-1,3700000,35,3,0,0,57370,"2025-06-05 10:39:24"
8800161801,2025-06-04,CUSTOMER,FULL,1983-06-22,41,NULL,-1,1500000,84,7,0,0,51950,"2025-06-05 10:38:22"
8800102331,2025-06-02,CUSTOMER,FULL,1975-03-01,50,1980-05-16,45,424999,48,4,0,0,20361,"2025-06-05 10:38:05"
25157315638,2025-06-05,CUSTOMER,FULL,1990-12-13,34,1996-05-04,29,180000,24,2,0,0,1475,"2025-06-05 10:37:40"
7808997810,2025-05-29,CUSTOMER,FULL,1984-12-31,40,NULL,-1,300000,48,4,0,0,5647,"2025-06-05 10:37:12"
25157312825,2025-06-04,CUSTOMER,FULL,1999-06-02,26,1973-06-01,52,440448,60,5,0,0,5525,"2025-06-05 10:36:04"
25156691107,2025-05-29,CUSTOMER,FULL,2002-01-01,23,1979-01-01,46,555000,36,3,0,0,4886,"2025-06-05 10:35:44"
25157298956,2025-06-04,CUSTOMER,FULL,1995-08-16,29,1977-01-01,48,200000,36,3,0,0,1855,"2025-06-05 10:35:36"
25156566708,2025-05-28,CUSTOMER,FULL,1992-01-01,33,1984-01-01,41,670000,60,5,0,0,10144,"2025-06-05 10:35:16"
25156447992,2025-05-27,CUSTOMER,FULL,1987-07-04,37,NULL,-1,630000,49,5,0,0,11932,"2025-06-05 10:34:46"
25157316559,2025-06-05,CUSTOMER,FULL,1992-03-21,33,1987-03-30,38,500000,60,5,0,0,7570,"2025-06-05 10:34:45"
25156718790,2025-05-29,CUSTOMER,FULL,1995-04-13,30,1995-05-19,30,500000,48,4,0,0,5629,"2025-06-05 10:34:28"
25157314722,2025-06-05,CO-APPLICANT,FULL,1967-02-03,58,2004-07-01,20,660000,60,5,0,0,8217,"2025-06-05 10:34:15"
7808999227,2025-06-04,CUSTOMER,FULL,1990-03-06,35,NULL,-1,306000,36,3,0,0,3485,"2025-06-05 10:34:04"
7808967042,2025-06-03,CUSTOMER,FULL,2004-01-30,21,NULL,-1,750000,60,5,0,0,9364,"2025-06-05 10:34:02"
7808934984,2025-06-03,CUSTOMER,FULL,1989-06-20,35,NULL,-1,280000,36,3,0,0,3179,"2025-06-05 10:33:26"
8800198527,2025-06-05,CUSTOMER,FULL,1979-04-02,46,NULL,0,500000,36,3,0,0,13045,"2025-06-05 10:33:20"
25157312961,2025-06-04,CUSTOMER,FULL,2003-05-23,22,1976-01-01,49,980000,60,5,0,0,10385,"2025-06-05 10:32:40"
7808814781,2025-06-04,CUSTOMER,FULL,1975-08-15,49,NULL,-1,285000,24,2,0,0,7843,"2025-06-05 10:32:28"
25157298358,2025-06-04,CUSTOMER,FULL,1990-06-05,34,NULL,-1,365000,48,4,0,0,4247,"2025-06-05 10:32:26"
25156754023,2025-05-31,CUSTOMER,FULL,1998-01-01,27,NULL,-1,336000,43,4,0,0,3379,"2025-06-05 10:32:19"
25157314503,2025-06-05,CUSTOMER,FULL,1981-06-01,44,NULL,0,150000,18,2,0,0,2445,"2025-06-05 10:31:12"
7809050903,2025-06-04,CUSTOMER,FULL,1996-10-10,28,NULL,-1,390000,72,6,0,0,5799,"2025-06-05 10:31:01"
25156134958,2025-05-13,CUSTOMER,FULL,1989-08-30,35,NULL,-1,450000,48,4,0,0,5443,"2025-06-05 10:30:48"
25156682246,2025-05-29,CUSTOMER,FULL,1999-11-10,25,NULL,-1,250000,24,2,0,0,1820,"2025-06-05 10:30:32"
7808941729,2025-06-05,CUSTOMER,FULL,1984-12-01,40,NULL,0,140000,18,2,0,0,1578,"2025-06-05 10:29:57"
7808930050,2025-05-29,CUSTOMER,FULL,1972-07-01,52,1990-09-19,34,620000,71,6,0,0,50122,"2025-06-05 10:29:47"
8800117252,2025-06-05,CUSTOMER,FULL,1985-01-01,40,NULL,0,570000,60,5,0,0,13298,"2025-06-05 10:29:07"
25157302827,2025-06-04,CUSTOMER,FULL,1986-01-28,39,1983-09-01,41,876000,84,7,0,0,24530,"2025-06-05 10:28:43"
25156718477,2025-05-29,CUSTOMER,FULL,1991-12-12,33,NULL,-1,718000,60,5,0,0,10871,"2025-06-05 10:28:22"
25157311311,2025-06-04,CUSTOMER,FULL,1980-10-14,44,NULL,-1,900000,24,2,0,0,14922,"2025-06-05 10:28:17"
25157292107,2025-06-03,CUSTOMER,FULL,1992-01-01,33,1995-02-03,30,775000,60,5,0,0,10097,"2025-06-05 10:28:04"
7809029039,2025-06-02,CUSTOMER,FULL,1993-05-11,32,1991-11-26,33,550000,60,5,0,0,7698,"2025-06-05 10:27:56"
7808922823,2025-06-02,CUSTOMER,FULL,1994-01-01,31,NULL,-1,835000,60,5,0,0,10228,"2025-06-05 10:27:47"
7809020755,2025-06-04,CUSTOMER,FULL,1983-02-12,42,NULL,-1,400000,48,4,0,0,8869,"2025-06-05 10:27:32"
25156749645,2025-05-30,CUSTOMER,FULL,1988-07-25,36,1994-01-01,31,540000,45,4,0,0,8023,"2025-06-05 10:27:20"
