APPLICATION_NUMBER,APPLICATION_DATE,CUSTOMER_TYPE,CALCULATION_TYPE,CUSTOMER_DOB,CUSTOMER_AGE,CO_APPLICANT_DOB,CO_APPLICANT_AGE,FINANCE_AMOUNT,TENURE_IN_MONTH,TENURE_IN_YEAR,PARTIAL_FINANCE_AMOUNT,PARTIAL_TENURE,PREMIUM,CREATED_ON
25157293628,2025-06-04,CUSTOMER,FULL,1991-05-27,34,NULL,0,400000,24,2,0,0,3277,"2025-06-04 11:28:50"
25156884593,2025-06-03,CUSTOMER,FULL,1990-09-11,34,NULL,-1,270000,24,2,0,0,2212,"2025-06-04 11:28:49"
25157294332,2025-06-04,CUSTOMER,FULL,1997-01-01,28,NULL,0,700000,60,5,0,0,7781,"2025-06-04 11:28:18"
7808945091,2025-06-02,CUSTOMER,FULL,1993-04-01,32,1963-01-01,62,660000,48,4,0,0,7033,"2025-06-04 11:28:09"
8800016387,2025-06-04,CUSTOMER,FULL,1992-06-10,32,NULL,0,500000,72,6,0,0,7210,"2025-06-04 11:28:08"
25156670328,2025-05-29,CUSTOMER,FULL,2005-06-28,19,NULL,-1,250000,36,3,0,0,1903,"2025-06-04 11:27:57"
25156743956,2025-05-30,CUSTOMER,FULL,1998-08-10,26,NULL,-1,198500,24,2,0,0,1454,"2025-06-04 11:27:51"
7808938894,2025-06-03,CUSTOMER,FULL,1998-05-01,27,NULL,-1,880000,73,7,0,0,12409,"2025-06-04 11:27:41"
25157294772,2025-06-04,CUSTOMER,FULL,1991-02-28,34,NULL,0,255000,36,3,0,0,2465,"2025-06-04 11:27:20"
7808982254,2025-05-22,CUSTOMER,FULL,1990-01-01,35,1997-01-01,28,350000,47,4,0,0,4775,"2025-06-04 11:27:10"
7808811106,2025-06-04,CUSTOMER,FULL,1992-06-09,32,NULL,0,150000,36,3,0,0,1330,"2025-06-04 11:26:50"
25157295614,2025-06-04,CUSTOMER,FULL,1975-01-01,50,NULL,0,217000,36,3,0,0,8502,"2025-06-04 11:26:46"
25157293788,2025-06-04,CUSTOMER,FULL,2005-06-14,19,1997-02-02,28,305000,36,3,0,0,2322,"2025-06-04 11:26:45"
25156744146,2025-05-30,CUSTOMER,FULL,1992-01-01,33,NULL,-1,400000,42,4,0,0,4442,"2025-06-04 11:26:43"
25156454263,2025-05-27,CUSTOMER,FULL,1992-12-10,32,NULL,-1,450000,48,4,0,0,5385,"2025-06-04 11:26:38"
25157294521,2025-06-04,CUSTOMER,FULL,1999-01-01,26,2000-07-17,24,350000,24,2,0,0,2563,"2025-06-04 11:26:30"
7808998827,2025-05-28,CUSTOMER,FULL,1994-08-16,30,NULL,-1,500000,35,3,0,0,4732,"2025-06-04 11:26:01"
25157294154,2025-06-04,CUSTOMER,FULL,1989-10-11,35,NULL,0,370000,36,3,0,0,3760,"2025-06-04 11:26:00"
7808973878,2025-05-27,CO-APPLICANT,FULL,2000-01-01,25,2004-05-13,21,621000,47,4,0,0,5789,"2025-06-04 11:25:59"
25157132721,2025-06-03,CUSTOMER,FULL,1990-01-01,35,NULL,-1,450000,48,4,0,0,5518,"2025-06-04 11:25:43"
25157294580,2025-06-04,CUSTOMER,FULL,1995-09-02,29,NULL,0,225000,30,3,0,0,2087,"2025-06-04 11:25:20"
25156407334,2025-05-22,CUSTOMER,"PARTIAL TENURE",1974-04-10,51,NULL,-1,250000,48,4,0,2,6519,"2025-06-04 11:25:11"
25156783812,2025-06-03,CUSTOMER,FULL,2002-06-12,22,1988-03-01,37,550000,60,5,0,0,5939,"2025-06-04 11:24:52"
25157015162,2025-06-03,CUSTOMER,FULL,1975-02-10,50,NULL,-1,810000,60,5,0,0,40326,"2025-06-04 11:24:48"
7808948892,2025-06-02,CUSTOMER,FULL,1977-05-05,48,NULL,-1,300000,48,4,0,0,11881,"2025-06-04 11:24:25"
25157293055,2025-06-04,CUSTOMER,FULL,1993-10-03,31,1992-08-24,32,460000,48,4,0,0,4728,"2025-06-04 11:23:53"
7808907122,2025-06-02,CUSTOMER,FULL,1992-03-14,33,NULL,-1,550000,48,4,0,0,6841,"2025-06-04 11:23:51"
25157293851,2025-06-04,CUSTOMER,FULL,1995-04-05,30,NULL,0,300000,36,3,0,0,2496,"2025-06-04 11:23:17"
7808946436,2025-05-31,CUSTOMER,FULL,1986-07-01,38,NULL,-1,848000,48,4,0,0,13219,"2025-06-04 11:23:09"
8800152151,2025-06-04,CUSTOMER,FULL,1986-05-08,39,NULL,0,126700,18,2,0,0,1349,"2025-06-04 11:23:02"
7808594265,2025-05-24,CO-APPLICANT,FULL,2000-01-01,25,1987-12-22,37,2170000,48,4,0,0,33109,"2025-06-04 11:22:49"
7809021544,2025-05-29,CUSTOMER,FULL,1985-01-01,40,1990-01-01,35,400000,36,3,0,0,6203,"2025-06-04 11:22:41"
25156677717,2025-05-29,CUSTOMER,FULL,1996-04-02,29,NULL,-1,683000,84,7,0,0,10059,"2025-06-04 11:22:39"
8800112180,2025-06-03,CUSTOMER,FULL,1973-09-28,51,1999-06-23,25,150000,36,3,0,0,6436,"2025-06-04 11:22:31"
25157013816,2025-06-03,CUSTOMER,FULL,1999-07-12,25,1994-10-12,30,280000,48,4,0,0,2925,"2025-06-04 11:22:26"
7808305342,2025-06-04,CUSTOMER,FULL,1995-01-08,30,1968-12-21,56,440000,60,5,0,0,5125,"2025-06-04 11:22:25"
25156221382,2025-05-29,CUSTOMER,FULL,1995-05-15,30,1993-12-10,31,750000,60,5,0,0,8735,"2025-06-04 11:22:10"
7809001452,2025-05-26,CUSTOMER,FULL,1996-01-01,29,NULL,-1,600000,55,5,0,0,7073,"2025-06-04 11:22:03"
25157014186,2025-06-03,CUSTOMER,FULL,2004-01-01,21,NULL,-1,313000,36,3,0,0,2479,"2025-06-04 11:21:27"
25156767417,2025-06-02,CUSTOMER,FULL,1995-03-17,30,1965-02-15,60,100000,12,1,0,0,428,"2025-06-04 11:21:25"
25156355649,2025-05-20,CUSTOMER,FULL,1988-01-01,37,1994-01-01,31,210000,36,3,0,0,2657,"2025-06-04 11:21:22"
25157009424,2025-06-03,CUSTOMER,FULL,2002-06-17,22,1955-10-10,69,600000,60,5,0,0,6358,"2025-06-04 11:21:21"
25156770749,2025-06-02,CUSTOMER,FULL,2000-05-20,25,1996-06-13,28,600000,60,5,0,0,6479,"2025-06-04 11:21:17"
25157013749,2025-06-03,CUSTOMER,FULL,1990-06-01,35,NULL,-1,422000,24,2,0,0,3607,"2025-06-04 11:21:09"
25157145030,2025-06-03,CUSTOMER,FULL,1972-03-30,53,1977-01-01,48,167000,24,2,0,0,6706,"2025-06-04 11:20:54"
7808958612,2025-05-26,CUSTOMER,FULL,1986-06-06,38,1985-05-20,40,380000,34,3,0,0,5130,"2025-06-04 11:20:43"
7808835290,2025-05-27,CUSTOMER,FULL,1996-03-10,29,1972-01-01,53,450000,47,4,0,0,4955,"2025-06-04 11:20:36"
25157293750,2025-06-04,CUSTOMER,FULL,1996-02-04,29,NULL,0,540000,48,4,0,0,5245,"2025-06-04 11:20:35"
25156772178,2025-06-03,CUSTOMER,FULL,1993-01-01,32,NULL,-1,695000,60,5,0,0,8694,"2025-06-04 11:20:25"
25156397219,2025-06-04,CUSTOMER,FULL,1997-10-15,27,NULL,0,610000,36,3,0,0,4816,"2025-06-04 11:19:49"
25156563763,2025-05-28,CUSTOMER,FULL,1970-12-25,54,1975-01-01,50,200000,24,2,0,0,8102,"2025-06-04 11:19:48"
25156771053,2025-06-02,CUSTOMER,FULL,1990-01-01,35,NULL,-1,735000,60,5,0,0,10625,"2025-06-04 11:19:45"
7809051804,2025-06-04,CUSTOMER,FULL,1980-01-01,45,NULL,0,489000,48,4,0,0,12562,"2025-06-04 11:19:31"
25156423526,2025-05-24,CUSTOMER,FULL,1999-01-02,26,1966-01-01,59,535000,47,4,0,0,4994,"2025-06-04 11:19:29"
25157014706,2025-06-03,CUSTOMER,FULL,1977-01-01,48,1998-05-19,27,690000,33,3,0,0,19712,"2025-06-04 11:19:23"
25156580079,2025-05-28,CUSTOMER,FULL,2001-06-25,23,NULL,-1,260000,13,2,0,0,1630,"2025-06-04 11:19:14"
25156424699,2025-05-24,CUSTOMER,FULL,1980-01-01,45,1990-11-02,34,500000,48,4,0,0,12845,"2025-06-04 11:19:03"
25157294306,2025-06-04,CUSTOMER,FULL,1989-01-01,36,NULL,0,780000,60,5,0,0,11938,"2025-06-04 11:19:03"
25157294474,2025-06-04,CUSTOMER,FULL,1997-04-07,28,1975-01-02,50,800000,55,5,0,0,8893,"2025-06-04 11:18:53"
25157293160,2025-06-04,CUSTOMER,FULL,1999-11-02,25,1973-10-10,51,600000,60,5,0,0,7243,"2025-06-04 11:18:31"
25157294170,2025-06-04,CUSTOMER,FULL,1988-10-01,36,1962-07-05,62,1700000,60,5,0,0,27864,"2025-06-04 11:18:24"
25157294355,2025-06-04,CUSTOMER,FULL,1983-04-26,42,NULL,0,615000,60,5,0,0,14391,"2025-06-04 11:18:24"
25157080947,2025-06-03,CUSTOMER,FULL,2002-06-30,22,1960-07-09,64,390000,60,5,0,0,4211,"2025-06-04 11:17:31"
25157294780,2025-06-04,CUSTOMER,FULL,1999-03-19,26,NULL,0,185000,48,4,0,0,1952,"2025-06-04 11:17:19"
8800008720,2025-06-04,CUSTOMER,FULL,1976-07-15,48,1975-01-01,50,300000,60,5,0,0,14231,"2025-06-04 11:17:05"
25157294250,2025-06-04,CUSTOMER,FULL,2000-06-16,24,1972-03-07,53,202999,48,4,0,0,2099,"2025-06-04 11:16:22"
7809000987,2025-06-03,CUSTOMER,FULL,1994-01-01,31,NULL,-1,250000,18,2,0,0,1874,"2025-06-04 11:15:50"
25157014505,2025-06-04,CUSTOMER,FULL,1998-11-25,26,NULL,0,310000,59,5,0,0,3362,"2025-06-04 11:15:38"
25157294212,2025-06-04,CUSTOMER,FULL,1997-06-21,27,1998-04-04,27,400000,36,3,0,0,3158,"2025-06-04 11:15:21"
25157293070,2025-06-04,CUSTOMER,FULL,1992-02-05,33,NULL,0,460000,59,5,0,0,6704,"2025-06-04 11:15:10"
25157292736,2025-06-04,CUSTOMER,FULL,1997-11-21,27,1982-08-04,42,660000,60,5,0,0,7228,"2025-06-04 11:14:42"
25156759561,2025-05-31,CUSTOMER,FULL,1992-04-07,33,NULL,-1,145000,35,3,0,0,1508,"2025-06-04 11:14:40"
7809031679,2025-06-04,CUSTOMER,FULL,1969-04-01,56,NULL,0,220000,42,4,0,0,17056,"2025-06-04 11:14:20"
7808387871,2025-06-03,CUSTOMER,FULL,1988-01-01,37,NULL,-1,650000,36,3,0,0,8223,"2025-06-04 11:14:07"
25156782040,2025-06-03,CUSTOMER,FULL,1994-04-01,31,1976-01-01,49,770000,60,5,0,0,9432,"2025-06-04 11:13:57"
25157294604,2025-06-04,CUSTOMER,FULL,1996-07-17,28,NULL,0,500000,34,3,0,0,4361,"2025-06-04 11:13:51"
25157294475,2025-06-04,CUSTOMER,FULL,1998-04-05,27,NULL,0,330000,48,4,0,0,3318,"2025-06-04 11:13:46"
25156781080,2025-06-03,CUSTOMER,FULL,1987-01-01,38,NULL,-1,900000,30,3,0,0,11778,"2025-06-04 11:13:41"
25156782868,2025-06-03,CUSTOMER,FULL,1991-08-01,33,1990-10-15,34,700000,60,5,0,0,9144,"2025-06-04 11:13:35"
25157294685,2025-06-04,CUSTOMER,FULL,1984-01-01,41,NULL,0,400000,35,3,0,0,5976,"2025-06-04 11:13:31"
25157014686,2025-06-03,CUSTOMER,FULL,1998-05-06,27,2001-09-13,23,721000,60,5,0,0,7896,"2025-06-04 11:13:00"
25157294390,2025-06-04,CUSTOMER,FULL,1978-01-01,47,NULL,0,380000,42,4,0,0,11964,"2025-06-04 11:12:53"
25156749562,2025-05-30,CUSTOMER,FULL,1997-09-26,27,1995-03-29,30,565000,48,4,0,0,5321,"2025-06-04 11:12:52"
7808934712,2025-06-04,CUSTOMER,FULL,1984-07-12,40,NULL,0,300000,28,3,0,0,4164,"2025-06-04 11:12:40"
7808874308,2025-05-31,CUSTOMER,FULL,2000-09-27,24,NULL,-1,200000,36,3,0,0,1572,"2025-06-04 11:12:33"
25157261909,2025-06-03,CUSTOMER,FULL,1995-01-01,30,NULL,-1,565000,60,5,0,0,6781,"2025-06-04 11:12:15"
25156370305,2025-05-20,CUSTOMER,FULL,2002-07-01,22,1959-04-11,66,400000,47,4,0,0,4055,"2025-06-04 11:11:42"
25156779497,2025-06-02,CUSTOMER,FULL,1994-01-01,31,1998-12-01,26,1200000,60,5,0,0,14699,"2025-06-04 11:11:36"
25157294206,2025-06-04,CUSTOMER,FULL,1998-01-01,27,NULL,0,293000,60,5,0,0,3607,"2025-06-04 11:11:31"
25157292704,2025-06-03,CUSTOMER,FULL,1990-06-21,34,1972-06-20,52,670000,48,4,0,0,7804,"2025-06-04 11:10:53"
25156669961,2025-05-29,CUSTOMER,FULL,2001-05-15,24,NULL,-1,600000,60,5,0,0,6479,"2025-06-04 11:10:25"
8800109963,2025-06-03,CUSTOMER,FULL,1992-01-12,33,NULL,-1,380000,36,3,0,0,3507,"2025-06-04 11:09:20"
25156770859,2025-06-02,CUSTOMER,FULL,2002-04-08,23,1980-11-05,44,262000,36,3,0,0,2118,"2025-06-04 11:09:14"
7808542976,2025-06-03,CUSTOMER,FULL,1992-08-21,32,NULL,-1,320000,36,3,0,0,2836,"2025-06-04 11:09:13"
7808832371,2025-06-04,CUSTOMER,FULL,1972-05-16,53,1976-07-22,48,650000,36,3,0,0,31670,"2025-06-04 11:09:07"
25156606357,2025-05-30,CUSTOMER,FULL,1991-07-05,33,NULL,-1,400000,36,3,0,0,4159,"2025-06-04 11:08:47"
25156768562,2025-06-02,CUSTOMER,FULL,1997-04-12,28,1997-12-30,27,635000,60,5,0,0,7059,"2025-06-04 11:08:33"
25156454811,2025-05-27,CO-APPLICANT,FULL,1960-02-12,65,1992-12-25,32,200000,24,2,0,0,1395,"2025-06-04 11:08:26"
25157293920,2025-06-04,CUSTOMER,FULL,1976-01-01,49,NULL,0,500000,60,5,0,0,22668,"2025-06-04 11:08:25"
25156744585,2025-05-30,CUSTOMER,FULL,1985-12-20,39,NULL,-1,620000,60,5,0,0,11531,"2025-06-04 11:08:02"
25156599654,2025-05-28,CO-APPLICANT,FULL,1981-06-15,43,1987-06-15,37,520000,36,3,0,0,5916,"2025-06-04 11:07:51"
25156779735,2025-06-02,CUSTOMER,FULL,1987-04-29,38,NULL,-1,199000,36,3,0,0,2687,"2025-06-04 11:07:46"
25156672238,2025-05-29,CUSTOMER,FULL,1996-02-06,29,NULL,-1,900000,60,5,0,0,10206,"2025-06-04 11:07:39"
25156769664,2025-06-02,CUSTOMER,FULL,1997-08-17,27,NULL,-1,500000,60,5,0,0,5476,"2025-06-04 11:07:28"
25157127854,2025-06-03,CUSTOMER,FULL,1993-04-20,32,NULL,-1,1020000,72,6,0,0,14708,"2025-06-04 11:07:25"
7808761499,2025-05-29,CUSTOMER,FULL,1981-06-26,43,NULL,-1,250000,36,3,0,0,4962,"2025-06-04 11:06:47"
25156671270,2025-05-29,CUSTOMER,FULL,1997-11-14,27,NULL,-1,998000,60,5,0,0,11447,"2025-06-04 11:06:19"
8800033807,2025-06-03,CUSTOMER,FULL,1973-06-10,51,NULL,-1,250000,24,2,0,0,7606,"2025-06-04 11:06:03"
25156450633,2025-05-27,CUSTOMER,FULL,2002-02-10,23,NULL,-1,96000,12,1,0,0,612,"2025-06-04 11:05:54"
25156440942,2025-05-26,CUSTOMER,FULL,1986-12-07,38,NULL,-1,240000,18,2,0,0,2603,"2025-06-04 11:05:39"
25156800361,2025-06-03,CUSTOMER,FULL,2002-03-17,23,1986-02-20,39,920000,60,5,0,0,9814,"2025-06-04 11:05:01"
25157293760,2025-06-04,CUSTOMER,FULL,1999-08-13,25,1992-06-07,32,80000,12,1,0,0,583,"2025-06-04 11:04:17"
7808840775,2025-06-04,CUSTOMER,FULL,1998-11-03,26,NULL,0,500000,61,6,0,0,6184,"2025-06-04 11:03:41"
